val_loss,val_precision,val_recall,val_auc,val_f1,epoch,step,train_loss,train_precision,train_recall,train_auc,train_f1
0.8814612030982971,0.0,0.0,0.5,0.0,0,5,,,,,
,,,,,0,5,0.541431725025177,0.0,0.0,0.5,0.0
0.8753049373626709,0.0,0.0,0.5,0.0,1,11,,,,,
,,,,,1,11,0.4792073965072632,0.0,0.0,0.5,0.0
0.9403355717658997,0.0,0.0,0.5,0.0,2,17,,,,,
,,,,,2,17,0.46295952796936035,0.0,0.0,0.5,0.0
0.8998022079467773,0.0,0.0,0.5,0.0,3,23,,,,,
,,,,,3,23,0.46541500091552734,0.0,0.0,0.5,0.0
0.9264012575149536,0.0,0.0,0.5,0.0,4,29,,,,,
,,,,,4,29,0.46239525079727173,0.0,0.0,0.5,0.0
0.912824273109436,0.0,0.0,0.5,0.0,5,35,,,,,
,,,,,5,35,0.4622080326080322,0.0,0.0,0.5,0.0
0.9213752746582031,0.0,0.0,0.5,0.0,6,41,,,,,
,,,,,6,41,0.4618549346923828,0.0,0.0,0.5,0.0
0.917233407497406,0.0,0.0,0.5,0.0,7,47,,,,,
,,,,,7,47,0.46111130714416504,0.0,0.0,0.5,0.0
0.92055743932724,0.0,0.0,0.5,0.0,8,53,,,,,
,,,,,8,53,0.4610380232334137,0.0,0.0,0.5,0.0
0.9138994812965393,0.0,0.0,0.5,0.0,9,59,,,,,
,,,,,9,59,0.4629678428173065,0.0,0.0,0.5,0.0
0.9207308888435364,0.0,0.0,0.5,0.0,10,65,,,,,
,,,,,10,65,0.4609547555446625,0.0,0.0,0.5,0.0
0.9155628681182861,0.0,0.0,0.5,0.0,11,71,,,,,
,,,,,11,71,0.4590679705142975,0.0,0.0,0.5,0.0
0.9666004180908203,0.0,0.0,0.5,0.0,12,77,,,,,
,,,,,12,77,0.48952338099479675,0.0,0.0,0.5,0.0
0.9201927781105042,0.0,0.0,0.5,0.0,13,83,,,,,
,,,,,13,83,0.4647524654865265,0.0,0.0,0.5,0.0
0.9099567532539368,0.0,0.0,0.5,0.0,14,89,,,,,
,,,,,14,89,0.45851826667785645,0.0,0.0,0.5,0.0
0.9522566199302673,0.0,0.0,0.5,0.0,15,95,,,,,
,,,,,15,95,0.45657163858413696,0.0,0.0,0.5,0.0
0.9137482047080994,0.0,0.0,0.5,0.0,16,101,,,,,
,,,,,16,101,0.45892977714538574,0.0,0.0,0.5,0.0
0.9267538189888,0.0,0.0,0.5,0.0,17,107,,,,,
,,,,,17,107,0.4564318060874939,0.0,0.0,0.5,0.0
0.935482919216156,0.0,0.0,0.5,0.0,18,113,,,,,
,,,,,18,113,0.45683515071868896,0.0,0.0,0.5,0.0
0.9214496612548828,0.0,0.0,0.5,0.0,19,119,,,,,
,,,,,19,119,0.4573993682861328,0.0,0.0,0.5,0.0
0.9281901121139526,0.0,0.0,0.5,0.0,20,125,,,,,
,,,,,20,125,0.4564867913722992,0.0,0.0,0.5,0.0
0.9302749633789062,0.0,0.0,0.5,0.0,21,131,,,,,
,,,,,21,131,0.45678210258483887,0.0,0.0,0.5,0.0
0.9251360297203064,0.0,0.0,0.5,0.0,22,137,,,,,
,,,,,22,137,0.4569324851036072,0.0,0.0,0.5,0.0
0.9279835224151611,0.0,0.0,0.5,0.0,23,143,,,,,
,,,,,23,143,0.45658260583877563,0.0,0.0,0.5,0.0
0.9285976886749268,0.0,0.0,0.5,0.0,24,149,,,,,
,,,,,24,149,0.4567030370235443,0.0,0.0,0.5,0.0
